ngram,freq
",",3559467796
.,2632542552
"""",512836566
),346315147
(,328950939
»,316997885
«,316067245
:,305429402
-,286392331
--,262663007
?,200358331
!,122698401
;,115807676
/,71785694
S.,61232636
...,58637764
1,47378502
',36686744
2,35259453
],34309263
[,33659538
vgl.,32845717
a,24626801
§,23839032
3,23145092
%,19423577
of,18319480
4,17559175
bzw.,17240548
•,17068034
B.,16514503
5,15798724
z.,14940899
>,14377080
i,13717043
=,13700016
's,13665036
_,13321062
Abb.,13000891
b,12589737
a.,12501104
1.,11631188
e,11330486
<,11326779
2.,11293882
10,10974483
6,10927239
&,10812985
c,10358870
Abs.,10332420
s,9889526
et,9871215
*,9828380
h.,9664394
m,9486776
7,9130079
u.,8927493
v.,8853086
d.,8662138
d,8553574
Nr.,8353339
8,8140364
3.,8134868
f.,7985095
n,7854532
al,7763700
20,7585337
to,6945735
M.,6889742
9,6846108
12,6817277
15,6795462
Dr.,6698634
Art.,6495583
t,6485165
o,6455862
g,6395705
f,6358540
Hrsg.,6154438
z.B.,5962895
+,5940490
11,5881790
2008,5862203
x,5859166
4.,5796927
2009,5718494
30,5665797
ff.,5636917
r,5564014
p,5495127
2007,5470150
14,5456008
2010,5454640
13,5306403
2006,5224528
|,5193669
II,5152477
0,5112784
la,5079318
16,4959570
l,4907866
2005,4864442
J.,4802403
50,4754502
100,4655060
2000,4652508
Peter,4634858
18,4621140
2011,4587024
25,4568654
2004,4564434
h,4550225
New,4535865
i.,4533592
5.,4474161
17,4441504
v,4411271
2003,4310276
→,4296778
2002,4196164
III,4114801
2012,4107111
2001,4015155
19,3970176
k,3958025
40,3844073
e.,3837739
ca.,3832622
24,3800853
Bd.,3799962
is,3797063
R.,3735045
21,3726716
Hg.,3718973
Rn,3672489
Thomas,3666411
¨,3638562
2013,3621271
u,3610423
Paul,3585936
1998,3572823
1999,3566559
22,3516351
for,3502764
°,3488295
6.,3476184
W.,3368827
€,3341550
23,3336373
on,3320388
1997,3293094
York,3280464
G.,3249779
USA,3191766
C.,3180142
1995,3165475
1996,3152914
2014,3139161
19.,3037401
1994,3035610
usw.,3017992
w,2979655
Anna,2977016
Maria,2925783
60,2913514
London,2887074
etc.,2885990
7.,2870416
ebd.,2856390
1993,2818946
K.,2807047
Mr.,2801265
28,2793231
1992,2785318
1990,2783191
26,2781797
that,2755880
27,2740154
2015,2717338
Anm.,2699770
35,2680013
n.,2663549
z,2662581
j,2637851
y,2627579
},2619495
dar.,2604979
{,2583926
be,2569621
1991,2568823
o.,2564379
II.,2547795
Aufl.,2537173
EU,2525385
20.,2500317
8.,2489901
l.,2481431
29,2467493
32,2455311
1989,2452885
en,2450154
P.,2449804
David,2445246
u.a.,2419396
©,2418148
18.,2414153
31,2409957
St.,2377697
selbst.,2374530
$,2373812
le,2357975
>>,2356569
33,2295655
BGB,2273410
80,2271956
45,2262581
sog.,2230919
34,2215898
9.,2203896
..,2178640
Georg,2172932
10.,2167438
2016,2163009
36,2157634
Franz,2109958
Tom,2067489
Johann,2063923
cm,2061459
1988,2060882
12.,2059832
90,2056182
200,2050105
70,2037896
37,2002151
d.h.,1985450
#,1980302
T.,1979859
1987,1974350
mm,1969386
38,1967011
11.,1965468
it,1948828
US,1930088
000,1925923
Daniel,1911735
Christian,1910605
▶,1906905
Frank,1895653
Richard,1884068
1986,1880730
Tab.,1877990
he,1877530
di,1877257
17.,1874205
39,1863697
by,1860403
16.,1859411
15.,1839485
1985,1819713
Walter,1816878
42,1800857
41,1755396
Alexander,1739252
Klaus,1734506
43,1728808
13.,1728001
1984,1703121
fie,1700247
44,1698610
48,1688782
d',1677988
55,1671760
IV,1665271
l',1657396
1980,1648221
14.,1647484
·,1646545
1983,1634933
Otto,1630020
....,1618617
men,1600727
46,1580789
social,1579118
47,1572171
2017,1571415
ift,1568470
■,1562306
49,1550576
1982,1543033
75,1526156
fo,1517745
ISBN,1514396
52,1496742
1981,1492505
51,1473169
65,1472696
BGH,1470027
Alex,1467979
Werner,1463298
no,1462415
1979,1457477
Jack,1449960
ge,1416709
se,1409358
150,1407746
James,1403064
Hermann,1401371
53,1392279
at,1390165
you,1384333
Sam,1380344
mg,1367266
54,1363499
Goethe,1354688
21.,1353574
500,1351035
das.,1338696
1977,1330048
56,1324736
Jan,1319724
q,1315726
Prof.,1315633
Carl,1312907
1978,1310516
Jean,1307666
1976,1294890
1945,1290025
from,1288865
or,1287126
64,1275935
57,1275356
1975,1275023
Rhodan,1267257
<<,1266735
Miss,1261287
Mrs.,1260336
58,1258907
300,1252132
kg,1249566
Julia,1242206
DER,1238302
ver,1234277
KG,1226857
1973,1226323
ggf.,1225009
●,1224905
les,1222811
Kant,1221932
IT,1221614
59,1216407
63,1213824
el,1212785
Eva,1204825
non,1200340
1974,1199532
Adam,1194597
61,1193514
GG,1189995
do,1187208
95,1186193
1972,1181777
Tel.,1181755
62,1181034
120,1160109
85,1159993
1970,1147351
66,1141249
72,1129828
67,1129410
Co.,1128928
Jh.,1127913
1968,1123223
DIN,1122240
68,1110266
VI,1095044
à,1095032
1969,1077145
69,1074410
ders.,1065393
71,1064298
DM,1060311
1971,1056485
Chr.,1056432
▪,1049729
***,1045871
25.,1039155
73,1038314
77,1033787
99,1026083
22.,1025269
74,1018267
30.,1017289
`,1017196
UND,1015205
1933,1011448
24.,1001170
23.,1000168
81,991005
76,989804
1967,989513
78,978673
2018,973974
250,969629
87,960885
79,956528
93,951436
82,950678
ä,947833
88,944818
@,941168
DIE,938518
97,937476
83,937099
84,934843
1965,931763
86,930388
1000,927497
IV.,927147
89,924793
28.,922777
400,921181
96,920585
98,917311
EUR,913930
26.,912937
92,912535
31.,911070
91,904167
SPD,903232
27.,899659
1966,885377
EL,884839
Mio.,881577
101,881081
94,870116
110,867723
NJW,852052
125,847256
\,845889
~,844453
®,842305
180,835020
105,832672
1964,831694
103,828237
29.,826606
1960,818677
130,803530
1961,802096
tot.,801869
1963,799007
1962,797892
Fig.,793584
102,788574
2.1,775129
OLG,771724
106,770667
×,769362
140,762285
107,760959
104,759484
Abschn.,756793
2.2,756752
SGB,755652
111,755289
Jg.,754852
a.a.O.,747500
---,747333
SS,743214
3.1,739526
1938,736586
109,733298
3.2,733000
108,731959
115,725361
bspw.,710879
160,710232
du.,707601
HGB,706289
112,705736
evtl.,703846
1939,703555
113,703383
1950,698052
NS,696979
TV,687323
1959,686522
1957,686480
1958,683538
123,681234
119,678054
121,670257
1956,668346
114,666571
1949,662480
116,660363
Min.,659080
1955,659045
CDU,654583
117,644616
1953,643763
118,640866
135,638829
122,634475
128,634085
DNA,633984
129,623998
127,623083
126,620526
1941,619703
124,618485
1948,617392
131,616437
133,615228
1934,614550
1944,611994
ISO,611874
1914,610694
4.1,608786
1954,604086
1952,599372
138,598474
137,590935
1918,588915
600,587307
4.2,584400
132,583979
145,582903
1936,582115
134,580761
136,580342
Bl.,580123
2.3,579693
1940,578807
1937,578318
KAPITEL,577727
139,575969
1930,572775
Fn.,571050
geb.,570440
1942,569942
1935,569587
IX,568356
141,567686
170,565531
VII,562519
"1,5",560957
